URL,Online,Intimacy/personal 0-10,Geographic Location,Mood 0-10 (calm to excited),Visually Colorful 0-10,Format,Description,Timezone,Intensity [0-10],Camera proximity (0 faraway - 10 near),Interior,Iconic (yes/no)
http://96.89.129.22:82/mjpg/video.mjpg,TRUE,8,"Pittsburgh, USA",6,8,mjpg,kindergarten,-4,6,5,TRUE,
http://96.89.129.22:8082/mjpg/video.mjpg,TRUE,8,"Pittsburgh, USA",6,8,mjpg,kindergarten,-4,6,6,TRUE,
http://96.89.129.22:91/mjpg/video.mjpg,TRUE,8,"Pittsburgh, USA",6,8,mjpg,kindergarten,-4,6,5,TRUE,
http://194.44.202.21/mjpg/video.mjpg,TRUE,2,"L'Viv, USA",,,mjpg,club,3,8,5,TRUE,
http://193.33.166.21:8090/mjpg/video.mjpg,TRUE,2,"Tyumen, Russia",3,4,mjpg,building,6,7,6,FALSE,
http://61.38.106.34/mjpg/video.mjpg,TRUE,4,"Seoul, South Korea",7,4,mjpg,road,9,4,2,FALSE,
http://110.5.60.253:8082/mjpg/video.mjpg,TRUE,4,"Tokyo, Japan",4,7,mjpg,screen,9,5,2,FALSE,
http://110.5.60.250:8084/mjpg/video.mjpg,TRUE,4,"Tokyo, Japan",4,7,mjpg,screen,9,5,2,TRUE,
http://178.46.128.247:8090/mjpg/video.mjpg,TRUE,8,Yekatarinaburg,2,2,mjpg,stairs,6,4,4,TRUE,
http://192.82.150.11:8083/mjpg/1/video.mjpg,TRUE,7,"Brampton, Canada",7,7,mjpg,street view,-4,6,6,FALSE,
http://24.253.60.235:5000/mjpg/1/video.mjpg,TRUE,7,"las vegas, usa",3,5,mjpg,"door, private house",-7,4,4,FALSE,
http://186.233.14.234/mjpg/video.mjpg,TRUE,5,"Foz Do Iguacu, Brazil",5,3,mjpg,road,-3,5,7,FALSE,
http://221.144.181.228/mjpg/video.mjpg,TRUE,3,"Neietsu, South Korea",3,3,mjpg,landscape,9,2,9,FALSE,
http://188.136.237.116/mjpg/video.mjpg,TRUE,3,"dowlatabad, Iran",3,2,mjpg,building under construction,3.3,6,9,FALSE,
http://220.254.108.163:1024/mjpg/video.mjpg,TRUE,,"Nagano, Japan",2,5,mjpg,landscape,9,2,10,FALSE,
http://210.61.51.127/mjpg/1/video.mjpg,TRUE,4,"Taoyuan City, Taiwan",2,1,mjpg,bridge/dam,8,3,8,FALSE,
http://50.96.119.242:8001/mjpg/video.mjpg,TRUE,5,"Marshallville, USA",3,6,mjpg,bungalows,-5,5,7,FALSE,
http://50.244.86.84/mjpg/video.mjpg,TRUE,7,"Savannah, USA",6,7,mjpg,elevators ,-5,5,5,TRUE,
http://112.162.204.80/mjpg/video.mjpg,TRUE,2,"Kijang, South Korea",5,3,mjpg,waterfront,9,2,8,FALSE,
http://121.119.136.221/mjpg/video.mjpg,TRUE,,"Shibiya-ku, Japan",3,4,mjpg,street,9,6,9,FALSE,
http://117.102.112.34/mjpg/video.mjpg,TRUE,2,"Ubud, Indonesia",4,3,mjpg,waterfront,8,2,2,FALSE,
http://211.72.235.33/mjpg/video.mjpg,TRUE,0,"Chang-Hua, Taiwan",2,2,mjpg,waterlevel,8,6,4,FALSE,
http://217.117.125.16/mjpg/video.mjpg,TRUE,2,"Moscow, Russia",4,4,mjpg,building,3,4,2,FALSE,
http://122.53.139.217/mjpg/video.mjpg,TRUE,2,"Mandaluyong City, Philipines",4,6,mjpg,building with advertisments,8,2,8,FALSE,
http://81.0.146.226:88/mjpg/video.mjpg,,,"Oslo, Norway",,,mjpg,"store, ice cream ",2,,,,
http://84.92.80.192:8081/mjpg/video.mjpg,,,"Sheffield, UK",,,mjpg,small airport,1,,,,
http://87.23.2.18:82/mjpg/video.mjpg,,,"Rome, Italy",,,,hallway,2,,,,
http://87.116.21.107/mjpg/video.mjpg,,,"Ikast, Denmark",,,,numbers,2,,,,
http://87.116.21.108/mjpg/video.mjpg,,,"Ikast, Denmark",,,,"numbers, newspaper factory",2,,,,
http://88.205.148.250/mjpg/video.mjpg,,,"Chelyabinsk, Russia",,,,street,4,,,,
http://152.1.220.101/mjpg/video.mjpg,TRUE,,"Raleigh, USA",,3,mjpg,computer room,-4,,,,
http://194.117.188.37/mjpg/video.mjpg,,,"Boden, Sweden",,,,flags,2,,,,
http://134.139.25.143/mjpg/video.mjpg,,,"Long Beach, USA",,,,storage,-7,,,,
http://137.205.164.245/mjpg/video.mjpg,,,"Coventry, England",,,,satellite dishes,1,,,,
http://157.157.215.231:8080/mjpg/video.mjpg,,,"Reykyavik, Iceland",,,,mountain,0,,,,
http://161.72.22.245/mjpg/video.mjpg,,,"La laguna, spain",,,,telescope site,2,,,,
http://161.72.5.26/mjpg/video.mjpg,,,"La laguna, spain",,,,telescope site,2,,,,
http://206.76.137.144/mjpg/video.mjpg,,,"austin, usa",,,,telescope site,-6,,,,
http://210.176.28.142:82/mjpg/video.mjpg,,,"hong kong, china",,,,factory,8,,,,
http://209.124.174.219/mjpg/video.mjpg,,,"Baltimore, USA",,,,church,-4,,,,
http://213.200.238.234/mjpg/video.mjpg,,,"Zurich, Switzerland",,,,houses,2,,,,
http://216.198.113.50/mjpg/video.mjpg,,,"Susansville, USA",,,,construction/antenna's,-8,,,,
http://216.198.113.51/mjpg/video.mjpg,,,"Susansville, USA",,,,antenna's,-8,,,,
http://222.151.227.102/mjpg/video.mjpg,,,"Tokyo, Japan",,,,?,9,,,,
http://50.203.169.97/mjpg/video.mjpg,,,"Aspen, USA",,,,detail of sidewalk,-6,,,,
http://62.81.68.206/mjpg/video.mjpg,,,"Bassauri, Spain",,,,"terrace, waterfront",2,,,,
http://65.183.153.11/mjpg/video.mjpg,,,"Burlington, USA",,,,restaurant,-4,,,,
http://76.9.124.15/mjpg/video.mjpg,,,"Troy, USA",,,,office,-4,,,,
http://136.169.219.105/mjpg/video.mjpg?timestamp=1477924217350,,,"Selavat, Russia",3,10,mjpg,flower shop,5,,,,
http://84.243.5.100/mjpg/video.mjpg,,,"Bjarred, Sweden",5,0,mjpg,road,2,,,,
http://73.119.124.99:8081/mjpg/video.mjpg,,,"Mount Laurell, USA",2,4,mjpg,doorstep,-5,,,,
http://81.242.103.102:84/mjpg/video.mjpg?timestamp=1477927504488,,,"Leuven, Belgium",2,5,mjpg,storage space/meeting point,2,,,,
http://82.153.199.102:8081/mjpg/video.mjpg,,,"twyn lian, UK",2,4,,kitchen,0,,,,
http://108.182.23.95:8084/jpg/1/image.jpg,,,"New York, USA",8,6,mjpg,boxing club,-5,,,,
http://187.207.181.99:8001/mjpg/video.mjpg,,,"Distrito Federal, Mexico",4,5,mjpg,opticiën,-6,,,,
http://190.62.115.96:8081/mjpg/video.mjpg,,,"La Libertad, El Salvador",7,6,mjpg,parking lot,-6,,,,
http://190.62.115.96:8082/mjpg/video.mjpg,,,"La Libertad, El Salvador",2,1,mjpg,parking lot detail,-6,,,,
http://212.120.32.98:8080/mjpg/video.mjpg,,,"Basel, Switzerland",8,8,mjpg,cable porn,1,,,,
http://178.82.195.98:8000/mjpg/video.mjpg,,,"Sankt Gallen, Switzerland",3,4,mjpg,cafe,1,,,,
http://66.108.251.98:9000/mjpg/video.mjpg,,,"Astoria, USA",5,6,mjpg,street/door,-5,,,,
http://86.62.113.90/mjpg/1/video.mjpg?camera=1&timestamp=1477937166249,,,"Moscow, Russia",2,6,mjpg,construction site,3,,,,
http://24.73.140.88/mjpg/video.mjpg,,,"Melbourne, USA",1,2,mjpg,backyard,-5,,,,
http://67.85.184.90:5000/mjpg/video.mjpg,,,"New York, USA",5,7,mjpg,temple,-5,,,,
http://77.241.61.90:8080/mjpg/video.mjpg,,,"Madrid, Spain",6,7,mjpg,kitchen with tv,1,,,,
http://88.88.93.90:81/mjpg/video.mjpg,,,"Raholt, Norway",4,4,mjpg,living room,1,,,,
http://187.8.158.90/mjpg/video.mjpg?timestamp=1477937776777,,,"Sao Paolo, Brazil",2,3,mjpg,beach,-3,,,,
http://208.83.94.90:2000/mjpg/video.mjpg,,,USA,5,6,mjpg,restaurant,-4,,,,
http://213.126.92.90:8082/mjpg/video.mjpg?timestamp=1477938153234,,,"The Hague, The Netherlands",4,6,mjpg,gym,1,,,,
http://24.98.207.93/mjpg/video.mjpg,,,"Georgia, USA",1,1,mjpg,"swimming pool, backyard",-5,,,,
http://78.195.146.91:90/mjpg/video.mjpg,,,"Allonzier-La-Caille, France",3,7,mjpg,?,1,,,,
http://85.246.241.95/mjpg/video.mjpg?timestamp=1477938365033,,,"Lisboa, Portugal",3,5,mjpg,office,1,,,,
http://188.251.9.91:8080/mjpg/video.mjpg,,,"Bragda, Portugal",4,4,mjpg,food court,1,,,,
http://69.193.149.90:82/mjpg/video.mjpg?timestamp=1477938620139,,,"Herndon, USA",5,4,mjpg,elevator,-5,,,,
http://69.193.149.90:83/mjpg/video.mjpg?timestamp=1477938703680,,,"Herndon, USA",3,4,mjpg,office space,-5,,,,
http://220.130.53.4:81/,,,Taiwan,8,8,mjpg,tv,8,,,,
http://108.226.17.63:8090/mjpg/video.mjpg?timestamp=1477939852997,,,"Brentwood, USA",4,8,mjpg,headshots,-8,,,,
http://31.134.162.132:8084/mjpg/video.mjpg,,,"St. Petersburg, Russia",3,6,mjpg,flats,3,,,,
http://74.3.144.132:8083/mjpg/video.mjpg?timestamp=1478530095982,,,"Sasketchawan, Canada",1,4,mjpg,airport (small),-6,,,,
http://78.245.249.134:8081/mjpg/video.mjpg,,,"Bretagne, France",4,4,mjpg,restaurant,1,,,,
http://81.193.200.134:82/mjpg/video.mjpg,,,"Lisboa, Portugal",4,4,mjpg,restaurant,0,,,,
http://85.183.4.132:6001/mjpg/video.mjpg,,8,"Hamburg, Germany",1,2,mjpg,hallway,1,,,,
http://81.167.211.130:8081/mjpg/video.mjpg,,1,"Stavanger, Norway",1,1,mjpg,mountain,1,,,,
http://90.191.68.132:2000/mjpg/video.mjpg?timestamp=1478530496777,,9,"Tallin, Estonia",3,3,mjpg,living room,2,,,,
http://98.240.224.133:83/mjpg/video.mjpg,,9,"Minnesota, USA",6,6,mjpg,living room,-6,,,,
http://93.143.156.133:82/mjpg/video.mjpg,,5,"Zupanja, Croatia",3,4,mjpg,outside pool,2,,,,
http://109.193.225.132/mjpg/video.mjpg,,1,"Eppingen, Germany",1,1,mjpg,mountain view,1,,,,
http://181.118.102.130:8090/mjpg/video.mjpg?timestamp=1478530841557,,6,"Tucuman, Argentina",6,5,mjpg,street crossing,-3,,,,
http://125.63.65.133/mjpg/1/video.mjpg,,8,"Imphal, India",9,8,mjpg,live stream local tv,5.3,,,,
http://190.29.99.134/mjpg/video.mjpg,,8,"Antioquia, Colombia",2,3,mjpg,kitchen,-5,,,,
http://185.120.177.130/mjpg/video.mjpg,,6,"Paris, France",5,6,mjpg,airport (small),1,,,,
http://213.218.198.130/mjpg/video.mjpg?timestamp=1478531467909,,7,"Edgbaston, UK",3,3,mjpg,speaking platform,0,,,,
http://217.232.191.135:88/mjpg/video.mjpg,,7,"Hessen, Germany",4,2,mjpg,"swing, garden",1,,,,
http://197.86.210.121:83/mjpg/video.mjpg,,6,"Gauteng, South Africa",6,4,mjpg,"factory, warehouse",2,,,,
http://212.125.222.126:8080/mjpg/video.mjpg,,8,"Oslo, Norway",8,9,mjpg,cutting machine,1,,,,
http://46.227.192.128/mjpg/video.mjpg,,2,"Kyrksaeterora, Norway",2,5,mjpg,"landscape, beautiful",1,,,,
http://70.1.39.130:85/mjpg/video.mjpg,,6,"Arizona, USA",6,8,mjpg,"Arena, hallway",-7,,,,
http://79.28.173.129:8083/mjpg/video.mjpg,,4,"Siena, Italy",4,8,mjpg,street,1,,,,
http://83.155.186.129:8084/mjpg/video.mjpg,,7,"Bordeaux, France",4,4,mjpg,wash,1,,,,
http://212.125.222.126:8081/mjpg/video.mjpg,,6,"Oslo, Norway",7,8,mjpg,"factory, counting screen",1,,,,
http://148.0.119.122:88/mjpg/video.mjpg,,3,"San Pedro de Marconis, Dominican Republic",2,6,mjpg,entrance of villa,-4,,,,
http://201.123.250.123/mjpg/video.mjpg,,8,"Ciudad Nezahualcoyot,mexico",8,7,mjpg,meeting room,-6,,,,
http://89.190.174.137/mjpg/video.mjpg,,2,"Bolzano, Italy",5,2,mjpg,unknown,1,,,,
http://50.251.252.137/mjpg/video.mjpg?streamprofile=SALCDefault&timestamp=1478717123194,,5,"Vancouver, USA",5,5,mjpg,church,-8,,,,
http://178.26.230.134:86/mjpg/video.mjpg,,5,"Heroldsbach, Germany",5,7,mjpg,church,1,,,,
http://24.190.210.136:9000/mjpg/video.mjpg,,9,"Southhampton, USA",4,7,mjpg,childrens room,0,,,,
http://178.141.249.138/mjpg/video.mjpg,,4,"kirov, RU",6,2,mjpg,building,3,,,,
http://220.245.123.138/mjpg/video.mjpg,,6,"Pyrmont, Australia",8,4,mjpg,stairs,11,,,,
http://176.46.233.131:8001/mjpg/video.mjpg,,5,"Ticino, Switzerland",3,2,mjpg,house,1,,,,
http://79.54.32.135:86/mjpg/video.mjpg?timestamp=1478717786776,,5,"Piemonte, Italy",6,7,mjpg,street view,1,,,,
http://79.54.32.135:83/mjpg/video.mjpg?timestamp=1478718400600,,5,"Piemonte, Italy",6,4,mjpg,street view,1,,,,
http://217.100.101.138/,,2,"Zwolle, The Netherlands",3,3,mjpg,View on water,1,,,,
http://208.53.254.139/mjpg/video.mjpg,,3,"Mitchell, USA",6,8,mjpg,corn palace,-6,,,,
http://201.103.169.139:91/mjpg/video.mjpg,,7,"Polanco, Mexico",6,7,mjpg,restaurant,-6,,,,
http://88.185.37.138:8083/mjpg/video.mjpg?COUNTER,,7,"Lanta, France",3,2,mjpg,kitchen,1,,,,
http://193.248.208.62/mjpg/video.mjpg,,5,"Chalette-Sur-Loing, France",6,7,mjpg,factory,1,,,,
http://193.136.28.101/mjpg/video.mjpg,,5,"Porto, Italy",7,6,mjpg,machine,1,,,,
http://194.74.182.39/mjpg/video.mjpg,,4,"Leverstock, UK",7,3,mjpg,data centre,0,,,,
http://195.88.178.202/mjpg/video.mjpg,,7,"Petropavlovsk-Kamcha, Kamchatka",7,3,mjpg,window,12,,,,
http://194.133.15.39/mjpg/video.mjpg,,5,"herriads, UK",7,3,mjpg,data centre,0,,,,
http://188.134.5.209/mjpg/video.mjpg,,4,"St. Petersburg, Russia",6,3,mjpg,crossroads,4,,,,
http://195.113.207.238/mjpg/video.mjpg,,4,"jihlava, Czech Republic",4,3,mjpg,square,2,,,,
http://201.86.128.194:8081/mjpg/video.mjpg,,7,"Curitiba, Brazil",8,6,mjpg,stairs and hallway,-3,,,,
http://148.61.151.202/mjpg/video.mjpg,,4,"Grand Rapids, USA",4,4,mjpg,university,-4,,,,
http://146.186.65.36/jpg/image.jpg,,5,"Pennsylvania, USA",7,3,mjpg,university,-4,,,,
http://141.212.37.37/mjpg/video.mjpg,,8,"Ann Harbour, USA",7,4,mjpg,computer room,-4,,,,
http://150.229.9.117/mjpg/video.mjpg,,7,"Canberra, Australia",7,7,mjpg,unknown,10,,,,
http://149.220.61.172/mjpg/quad/video.mjpg,,7,"Dresden, Germany",7,7,mjpg,computer,1,,,,
http://158.109.64.167/jpg/image.jpg,,6,"Barcelona, Spain",4,6,mjpg,sports fields,1,,,,
http://157.157.90.210/mjpg/video.mjpg,,1,"Reykjavik, Iceland",5,3,mjpg,harbour,0,,,,
http://200.36.58.250/mjpg/1/video.mjpg?timestamp=1478779160957,,5,"Mexico City, Mexico",4,6,mjpg,beach,-5,,,,
http://151.237.205.2:83/mjpg/1/video.mjpg,,6,Spain,4,3,mjpg,gate,2,,,,
http://160.94.171.74/mjpg/video.mjpg,,2,"Rochester, USA",4,3,mjpg,"light, landscape",-5,,,,
http://174.140.110.39:81/mjpg/video.mjpg,,6,"Miami Beach, USa",6,5,mjpg,split screen camera's,-4,,,,
http://173.54.50.3:8080/mjpg/video.mjpg,,6,"New Jersey, USA",2,5,mjpg,private garden,-4,,,,
http://173.9.43.97:83/mjpg/video.mjpg,,5,"Boston, USA",4,1,mjpg,container,-4,,,,
http://212.55.36.149:82/jpg/image.jpg,,4,"Streymoy, Faroe Islands",4,4,mjpg,small harbour,0,,,,
http://webcam1.swansea.gov.uk/jpg/image.jpg,,8,"wales, UK",5,3,mjpg,wedding chapel,0,,,,
http://212.199.69.238/mjpg/video.mjpg,,4,"Petah Tikva, Israel",6,3,mjpg,beach,3,,,,
http://212.170.60.136/mjpg/video.mjpg,,7,"Madrid, Spain",7,9,mjpg,room,2,,,,
http://216.115.113.203/mjpg/1/video.mjpg,,3,"Fairbanks, Alaska",5,2,mjpg,backyard,-12,,,,
http://217.169.1.60/mjpg/video.mjpg,,6,"Arnold, UK",7,8,mjpg,cable porn,1,,,,
http://217.128.163.193/mjpg/video.mjpg,,5,"Ile de France, France",5,2,mjpg,bridge ,1,,,,
http://62.68.209.74/mjpg/video.mjpg,,6,"Nebelberg, Austria",7,2,mjpg,"stairs, water",1,,,,
http://206.40.112.202/mjpg/video.mjpg,,3,"Appleton, USA",4,5,mjpg,suburbs,-5,,,,
http://212.30.214.249/mjpg/video.mjpg,,4,"Reykyavik, Iceland",6,3,mjpg,landscape and houses,0,,,,
http://212.47.24.208:81/mjpg/video.mjpg,,8,"Prague, Czech Republic",5,7,mjpg,swimming pool,2,,,,
http://210.249.39.229/mjpg/video.mjpg,,5,"Tokyo, Japan",6,6,mjpg,factory,9,,,,
http://208.123.136.75/mjpg/video.mjpg,,5,"Trinidad, USA",6,4,mjpg,road,-7,,,,
http://209.23.238.227/mjpg/video.mjpg,,4,"Pennsylvania, USA",3,4,mjpg,parking lot,-4,,,,
http://209.124.174.219/mjpg/video.mjpg,,7,"Baltimore, USA",3,8,mjpg,church,-4,,,,
http://209.250.208.139/mjpg/video.mjpg,,7,"Clarion, USA",6,1,mjpg,view from window,-4,,,,
http://209.184.47.43/mjpg/video.mjpg,,8,Offerle USA,4,5,mjpg,office,-5,,,,
http://157.157.215.63:8000/jpg/image.jpg,,1,"Reykjavik, Iceland",2,4,mjpg,landscape,0,,,,
http://157.157.79.85:8080/mjpg/video.mjpg,,2,"Reykjavik, Iceland",4,5,mjpg,landscape and road,0,,,,
http://157.242.44.60/mjpg/1/video.mjpg?timestamp=1478876430258,,5,"Los Angeles, USA",4,4,mjpg,"road, building",-7,,,,
http://157.157.215.231:8080/mjpg/video.mjpg,,3,"Reykjavik, Iceland",6,6,mjpg,harbour,0,,,,
http://161.72.22.245/mjpg/video.mjpg,,3,"La Laguna, Canary Islands",7,7,mjpg,observatory,2,,,,
http://176.12.125.198:82/mjpg/video.mjpg,,6,"Prague, Czech Republic",7,4,mjpg,"road, stop sign",2,,,,
http://174.69.246.19/mjpg/video.mjpg,,9,"San Diego, USA",6,6,mjpg,"screens, conference room",-7,,,,
http://173.245.154.4/mjpg/quad/video.mjpg,,1,"New York, USA",1,1,mjpg,landscape,-4,,,,
http://190.32.43.60/mjpg/3/video.mjpg,,8,"Panama, Panama",6,4,mjpg,"office, people",-5,,,,
http://190.32.43.60/mjpg/2/video.mjpg,,8,"Panama, Panama",5,4,mjpg,"desk, people",-5,,,,
http://190.32.43.60/mjpg/1/video.mjpg,,6,"Panama, Panama",7,5,mjpg,storage room,-5,,,,
http://193.33.166.16/mjpg/video.mjpg,,8,"Tyumen, Russia",6,5,mjpg,"office, people",6,,,,
http://193.205.246.49/mjpg/video.mjpg,,2,"Rome, Italy",7,6,mjpg,panorama,2,,,,
http://193.72.17.116/mjpg/video.mjpg,,4,"Argau, Switzerland",3,3,mjpg,bees,2,,,,
http://192.203.224.2:8080/mjpg/video.mjpg,,4,"Aurora, USA",4,4,mjpg,lake view,-5,,,,
http://194.25.154.154:8080/mjpg/video.mjpg,,8,"Nuremberg, Germany",7,4,mjpg,private entrance,2,,,,
http://193.251.1.251:8082/mjpg/video.mjpg,,0,"Ile de France, France",7,7,mjpg,abstract,2,,,,
http://193.229.208.48/mjpg/video.mjpg,,5,"Helsinki, Finland",6,7,mjpg,factory,3,,,,
http://193.248.169.191/mjpg/4/video.mjpg,,6,"Orange, France",5,4,mjpg,gas station,1,,,,
http://194.190.24.150/mjpg/video.mjpg,,5,"Moscow, Russia",6,5,mjpg,parking lot,4,,,,
http://195.18.181.101/mjpg/video.mjpg,,4,"Tromso, Norway",4,4,mjpg,"road, landscape",2,,,,
http://195.67.112.2:8081/mjpg/video.mjpg,,6,"Helsingborg, Sweden",6,8,mjpg,factory,2,,,,
http://207.30.43.65/mjpg/video.mjpg?timestamp=1478878404797,,4,"Ocala, USA",4,6,mjpg,palms,-4,,,,
http://195.70.117.61/mjpg/video.mjpg,,5,"Salzburg, Austria",4,6,mjpg,neighborhood,2,,,,
http://205.144.213.85/mjpg/video.mjpg,,6,"Georgia, USA",4,4,mjpg,"office, people",-4,,,,
http://212.13.111.186/mjpg/video.mjpg,,5,"Moscow, Russia",5,4,mjpg,neighborhood,3,,,,
http://216.54.25.118/mjpg/video.mjpg,,6,"Petersburg,USA",5,5,mjpg,"front desk, people",-4,,,,
http://216.99.115.136:8080/mjpg/video.mjpg,,3,"Chalotte, USA",4,4,mjpg,beach,-4,,,,
http://93.87.72.254:8082/mjpg/video.mjpg,,6,"Novi Pazar, Serbia",7,8,mjpg,"stall, people",2,,,,
http://120.127.252.106/mjpg/1/video.mjpg,,6,"Tapei, Taiwan",6,4,mjpg,"entrance, people",8,,,,
http://120.127.252.106/mjpg/2/video.mjpg,,6,"Tapei, Taiwan",7,4,mjpg,"street view, people",8,,,,
http://120.127.252.106/mjpg/4/video.mjpg,,5,"Tapei, Taiwan",6,5,mjpg,room with machines,8,,,,
http://128.104.138.26/mjpg/video.mjpg,,6,"Madison, USA",8,5,mjpg,ants,-4,,,,
http://130.207.156.187/mjpg/video.mjpg,,9,"Georgia, USA",8,7,mjpg,"lab, people",-4,,,,
http://130.207.156.192/mjpg/video.mjpg,,9,"Georgia, USA",8,8,mjpg,"lab, people",-4,,,,
http://130.95.52.185/mjpg/video.mjpg,,8,"Perth, Australia",8,8,mjpg,lab,8,,,,
http://202.39.75.186/mjpg/2/video.mjpg?camera=2&timestamp=1478880489942,,7,"Tapei, Taiwan",6,7,mjpg,"entrance, people",8,,,,
http://202.39.75.186/mjpg/3/video.mjpg?camera=3&timestamp=1478880540020,,7,"Tapei, Taiwan",7,7,mjpg,"front desk, people",8,,,,
http://216.16.241.216/mjpg/1/video.mjpg,,7,"Waterloo, Canada",7,4,mjpg,inside truck,-4,,,,
http://216.16.241.216/mjpg/2/video.mjpg,,7,"Waterloo, Canada",7,4,mjpg,inside truck,-4,,,,
http://109.233.85.182/jpg/1/image.jpg,,6,San Marino,7,6,mjpg,cable porn,2,8,8,,
http://99.40.12.166/mjpg/video.mjpg,,8,"Livonia, USA",7,2,mjpg,window,-4,9,10,,
http://128.223.164.243/mjpg/video.mjpg,,5,"Eugen, USA",7,6,mjpg,observatory,-7,6,7,,
http://129.21.172.171/mjpg/video.mjpg,,6,"Rochester, USA",6,6,mjpg,"lab, people",-4,6,7,,
http://128.193.47.34/mjpg/video.mjpg,,4,"Corvallis, USa",6,6,mjpg,factory,-7,4,5,,
http://131.130.50.123/mjpg/video.mjpg,,5,"Wien, Austria",6,5,mjpg,abstract,2,5,9,,
http://188.21.153.22/mjpg/video.mjpg,,9,"Wien, Austria",8,5,mjpg,"private house, people",2,9,8,,
http://195.31.81.138/mjpg/video.mjpg,,5,"Roma, Italy",4,5,mjpg,board walk,2,4,6,,
http://195.35.248.82:81/mjpg/video.mjpg,,6,"Overijssel, Netherlands",4,4,mjpg,"factory, people",2,4,7,,
http://82.225.4.56:81/mjpg/video.mjpg,,8,"Malakoff, France",8,3,mjpg,"road, people",1,8,9,,
http://83.64.223.67/mjpg/video.mjpg,,7,"Vienna, Austria",7,8,mjpg,"office, people",1,8,8,,
http://83.56.21.203/mjpg/video.mjpg,,4,"Madrid, Spain",5,5,mjpg,"beach, people",1,6,6,,
http://82.245.253.25:83/mjpg/video.mjpg,,8,"Ile de France, France",6,5,mjpg,kitchen? People,1,6,9,,
http://82.229.131.145/mjpg/video.mjpg,,7,"Ile de France, France",7,5,mjpg,window,1,6,9,,
http://84.52.127.28/mjpg/video.mjpg,,7,"St. Petersburg, Russia",6,8,mjpg,"shop, beds, people",3,7,8,,
http://83.234.97.117/mjpg/video.mjpg,,5,"Moscow, Russia",8,3,mjpg,street view,3,7,7,,
http://85.19.69.108:8082/mjpg/video.mjpg,,7,"Oslo, Norway",8,7,mjpg,machine,1,7,10,,
http://85.19.69.108:8080/mjpg/video.mjpg,,8,"Oslo, Norway",8,8,mjpg,machine,1,8,10,,
http://84.205.233.40/mjpg/video.mjpg,,1,"Athens, Greece",7,7,mjpg,abstract,3,8,8,,
http://85.33.203.244/mjpg/video.mjpg,,5,"Rome, Italy",6,6,mjpg,road,2,6,6,,
http://87.116.21.107/mjpg/video.mjpg,,7,"Ikast, Denmark",8,7,mjpg,numbers,1,8,10,,
http://87.23.2.18:82/mjpg/video.mjpg,,9,"Rome, Italy",8,2,mjpg,door entrance,2,7,9,,
http://87.204.161.46/mjpg/video.mjpg,,8,"Warsaw, Poland",6,4,mjpg,"shopping street, people",2,5,8,,
http://88.205.148.250/mjpg/video.mjpg,,7,"Chelyabinsk, Russia",6,6,mjpg,"street, people",6,7,7,,
http://95.225.116.13:81/mjpg/video.mjpg,,7,"Rome, Italy",3,5,mjpg,shop,2,5,8,,
http://137.229.91.244/mjpg/video.mjpg?timestamp=1478889259810,,2,"Juneau, Alaska",7,4,mjpg,barren landscape,-8,6,2,,
http://137.229.91.245/mjpg/video.mjpg?timestamp=1478889470197,,2,"Juneau, Alaska",7,4,mjpg,barren landscape,-8,6,2,,
http://144.75.185.76/mjpg/video.mjpg,,4,"Lexington, USA",4,6,mjpg,university,-4,5,2,,
http://150.216.60.236/mjpg/video.mjpg,,6,"Greenville, USA",6,6,mjpg,university square,-4,7,6,,
http://123.243.248.217/mjpg/video.mjpg,,9,"North Hyde, Australia",7,3,mjpg,dog cage,10,7,9,,
http://123.243.248.219/mjpg/video.mjpg,,8,"North Hyde, Australia",7,7,mjpg,"animal hospital, people",10,6,8,,
http://83.160.100.113:8080/mjpg/video.mjpg,,4,"Amsterdam, Netherlands",6,7,mjpg,"warehouse, people",1,5,7,,
http://128.253.181.41/mjpg/video.mjpg,,4,"Ithaca, USA",5,4,mjpg,green houses,-4,6,8,,
http://130.132.127.63/mjpg/video.mjpg,,7,"New Haven, USA",8,3,mjpg,"street, people",-4,8,10,,
http://130.95.52.157/mjpg/video.mjpg,,8,"Perth, Australia",6,7,mjpg,"office, people",8,5,8,,
http://136.145.249.31/mjpg/video.mjpg,,2,"San Juan, Puerto Rico",2,6,mjpg,ocean,-4,4,2,,
http://128.119.70.55:82/mjpg/video.mjpg,,8,"Amherst, USA",8,7,mjpg,"lab, people",-4,8,8,,
http://130.132.127.62/mjpg/video.mjpg,,8,"New Haven, USA",9,7,mjpg,"waiting area, people",-4,9,9,,
http://130.207.156.191/mjpg/video.mjpg,,9,"Atlanta, USA",8,8,mjpg,"hospital, people",-4,9,8,,
http://128.153.6.52/mjpg/video.mjpg,,8,"Potsdam, USA",9,8,mjpg,"office, screening, people",-4,9,7,,
http://130.132.127.65/mjpg/video.mjpg,,8,"New Haven, USA",8,4,mjpg,"front door, people",-4,7,8,,
http://134.139.25.143/mjpg/video.mjpg,,8,"Long Beach, USA",7,6,mjpg,storage,-7,8,9,i,
http://132.177.91.154/mjpg/video.mjpg,,9,"Durham, USA",8,7,mjpg,"office, people",-4,7,8,,
http://128.253.63.135/mjpg/video.mjpg,,8,"Ithaca, USA",8,6,mjpg,"hallway, abstract",-4,7,9,,
